Material,Tc,Correct,Pathf
YBCO,82 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/095009/sust_30_9_095009am.pdf
YBCO,84.0 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2018/JAP/v124/i21/214503_1/vor_1.5040051.pdf
YBCO,86.2 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/095011/sust_30_9_095011am.pdf
YBCO,87 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/2/024002/SUST_28_2_024002.pdf
YBCO,87 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/11/114004/sust_30_11_114004am.pdf
YBCO,89.8 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/11/114004/sust_28_11_114004.pdf
YBCO,90 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2018/RSI/v89/i4/045114_1/vor_1.5026932.pdf
YBCO,90:2 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2018/APL/v113/i16/162601_1/vor_1.5051653.pdf
YBCO,92 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/9/095010/sust_28_9_095010.pdf
YBCO,=88.0±0.4 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/4/044007/sust_31_4_044007.pdf
YBCO-Ar,2.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/11/115001/sust_29_11_115001.pdf
YBa 2 Cu 3 O 7 film,90 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/013002/sust_30_1_013002am.pdf
YBa 2 Cu 3 O 7,90 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/013002/sust_30_1_013002am.pdf
YBa 2 Cu 3 O 7-x (YBCO or Y-123,77 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/094007/sust_30_9_094007am.pdf
YBa 2 Cu 3 O 7-x (YBCO,77 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/094007/sust_30_9_094007am.pdf
YBa 2 Cu 3 O 7Àx,0:07 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2018/JAP/v123/i2/023903_1/vor_1.5005045.pdf
YBa 2 Cu 3 O 7−x (YBCO) film,88 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/3/034006/sust_31_3_034006am.pdf
YBa 2 Cu 3 O 7−x (YBCO),88 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/3/034006/sust_31_3_034006am.pdf
YBa 2 Cu 3 O 7−δ [26,=18.3 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/015007/sust_30_1_015007am.pdf
YBa 2 Cu 3 O 7−δ films,90 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/7/074001/sust_30_7_074001.pdf
YBa 2 Cu 3 O 7−δ,90 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/7/074001/sust_30_7_074001.pdf
YBa 2 Cu 3 O 7−δ,=18.3 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/015007/sust_30_1_015007am.pdf
YBa 2 Cu 3 O x,92 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/7/075009/sust_29_7_075009.pdf
YFO-YBCO,87 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/11/114004/sust_30_11_114004am.pdf
YSn 3,7 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/3/03LT02/sust_29_3_03LT02.pdf
YbBCO film,77 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/12/125006/sust_31_12_125006am.pdf
YbC 6,6.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/013002/sust_30_1_013002am.pdf
Zr Nb B 0.96 0.04 2,8.1 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/9/095007/sust_29_9_095007.pdf
ZrB 12,5.95 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/9/095007/sust_29_9_095007.pdf
ZrB 2,5.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/9/095007/sust_29_9_095007.pdf
ZrB 2,5.95 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/9/095007/sust_29_9_095007.pdf
ZrNCl,12 ~ 15.2 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/013002/sust_30_1_013002am.pdf
ZrNCl,15 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/9/093001/sust_29_9_093001.pdf
ZrRhSi even,10 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/3/035011/sust_29_3_035011.pdf
a Te doped Fe-Se based,14 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/11/115004/sust_28_11_115004.pdf
cuprates,120K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/3/034004/sust_30_3_034004am.pdf
cuprates,55 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/3/034004/sust_30_3_034004am.pdf
d ¼ 0.024,470.6 mK,OK,supercon_papers/supercon_files_20190308/aip/data/fy2018/JAP/v123/i8/084504_1/vor_1.5013624.pdf
doped Pd 0.04 TaS 2,4.2 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/6/065001/sust_31_6_065001.pdf
doped samples Gi ≈ 0.01,93 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/095009/sust_30_9_095009am.pdf
graphene (CaC 6,1.4 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/1/013002/sust_30_1_013002am.pdf
hole-doped Ba 0.6 K 0.4 Fe 2 As 2 single crystals,38.6 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/8/085003/sust_28_8_085003.pdf
intercalated FeSe,30 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/7/075001/sust_28_7_075001.pdf
iron oxypnictide,26 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/065005/sust_28_6_065005.pdf
iron-based superconductors,58 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/3/034007/sust_31_3_034007.pdf
lanthanoid-doped Ca122 single crystals,40 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/1/015013/sust_29_1_015013.pdf
magnesium diboride,39 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/10/105010/sust_31_10_105010am.pdf
niobium hydride,1.3 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/7/075007/sust_28_7_075007.pdf
niobium hydride,1.9 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/7/075003/sust_28_7_075003.pdf
polycrystalline Mo 3 Sb 7,2.3 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/12/125001/sust_29_12_125001.pdf
polycrystalline Mo 3 Sb 7,=2.3 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/12/125001/sust_29_12_125001.pdf
polycrystalline PdTe,4.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/5/055008/sust_28_5_055008.pdf
pristine PdTe,4.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/7/075008/sust_29_7_075008.pdf
pure Sm1111,∼53.9 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/10/105005/sust_28_10_105005.pdf
pure TaSe 2,0.14 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/12/125001/sust_30_12_125001am.pdf
rare-earth (RE)-based cuprate,90 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/12/125007/sust_29_12_125007.pdf
selenide,14.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/3/035005/sust_29_3_035005.pdf
single crystal of (Sr 0.5 Na 0.5 )Fe 2 As 2,35 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/062001/sust_28_6_062001.pdf
single crystal of Ba(Fe 0.935 Co 0.065 ) 2 As 2 pnictide,21.7 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/12/125007/sust_30_12_125007am.pdf
single crystalline PdTe samples,4.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/5/055008/sust_28_5_055008.pdf
single crystalline PdTe,4.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/5/055008/sust_28_5_055008.pdf
single-crystal whiskers of Bi-rich (Bi 2.43 Sr 1.85 Ca 0.90 Cu 1.82 O x ),80 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/8/085017/sust_28_8_085017.pdf
single-crystal,23 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/1/014004/SUST_28_1_014004.pdf
sulfur hydride,150 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2018/JCP/v149/i7/074101_1/vor_1.5031202.pdf
x 0.1,55−60 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/8/085001/sust_29_8_085001.pdf
x < 6.48),50 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/095009/sust_30_9_095009am.pdf
x = 0.0),122 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/12/125001/sust_30_12_125001am.pdf
x = 0.04,8.1 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2016/0953-2048/29/9/095007/sust_29_9_095007.pdf
x = 0.07,2.6 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/12/125001/sust_30_12_125001am.pdf
x = 0.07,2.7 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/12/125001/sust_30_12_125001am.pdf
x = 0.13,22.3 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
x = 0.144,30.6 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
x = 0.2 on CaF2,23 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
x = 0.2,23 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
x = 0.24,3.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/1/015008/SUST_28_1_015008.pdf
x = 0.27,2.7 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/1/015008/SUST_28_1_015008.pdf
x = 0.35,36.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/062001/sust_28_6_062001.pdf
x = 0.4,19 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
x = 0.42,26 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/062001/sust_28_6_062001.pdf
x = 0.5,15 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
x = 0.5,35 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/062001/sust_28_6_062001.pdf
x = 0.5,͑=249 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2005/JAP/97/10/10.1063_1.1855199/10.1063_1.1855199_fulltext.pdf
x = 0.55,36.5 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/062001/sust_28_6_062001.pdf
x = 0.80,4.78 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2005/JAP/97/8/10.1063_1.1870097/10.1063_1.1870097_fulltext.pdf
x = 1.10,35.9 K,OK,supercon_papers/supercon_files_20190308/aip/data/fy2005/JAP/97/5/10.1063_1.1861142/10.1063_1.1861142_fulltext.pdf
x = 6.8,82 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/9/095009/sust_30_9_095009am.pdf
x ⩽ 0.2,32 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/7/075001/sust_28_7_075001.pdf
x ⩽ 0.42,26 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/062001/sust_28_6_062001.pdf
x ⩾ 0.05,32 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/7/075001/sust_28_7_075001.pdf
x=0.03 sample,20.7 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/10/105006/sust_30_10_105006am.pdf
x=0.03,20.7 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2017/2017/0953-2048/30/10/105006/sust_30_10_105006am.pdf
x=0.42,38 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/3/034006/sust_31_3_034006am.pdf
−x La x Cu0 y with x = 0.3,21.9 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2016/2015/0953-2048/28/6/065010/sust_28_6_065010.pdf
ab = 0.035%),0.6 K,OK,supercon_papers/supercon_files_20190308/iop/data/fy2018/2018/0953-2048/31/9/093001/sust_31_9_093001am.pdf
